Date,Country,Status,AQI Value
2022-08-04,Togo,Moderate,68
2022-08-04,Trinidad and Tobago,Good,40
2022-08-04,Turkey,Moderate,97
2022-08-04,Turkmenistan,Good,42
2022-08-04,Uganda,Unhealthy,152
2022-08-04,Ukraine,Moderate,85
2022-08-04,United Arab Emirates,Unhealthy for Sensitive Groups,133
2022-08-04,United Kingdom of Great Britain and Northern Ireland,Good,37
2022-08-04,United States of America,Moderate,89
2022-08-04,Uzbekistan,Moderate,73
2022-08-04,Vatican,Good,42
2022-08-04,Venezuela,Good,10
2022-08-04,Vietnam,Moderate,72
2022-08-04,Zambia,Unhealthy,160
2022-08-05,Albania,Good,38
2022-08-05,Algeria,Moderate,65
2022-08-05,Andorra,Good,29
2022-08-05,Angola,Moderate,99
2022-08-05,Argentina,Moderate,52
2022-08-05,Armenia,Moderate,76
2022-08-05,Australia,Good,27
2022-08-05,Austria,Good,39
2022-08-05,Azerbaijan,Good,23
2022-08-05,Bahrain,Unhealthy,163
2022-08-05,Bangladesh,Unhealthy for Sensitive Groups,141
2022-08-05,Belarus,Moderate,54
2022-08-05,Belgium,Good,20
2022-08-05,Belize,Good,18
2022-08-05,Bermuda,Good,8
2022-08-05,Bolivia,Moderate,59
2022-08-05,Bosnia and Herzegovina,Moderate,88
2022-08-05,Brazil,Moderate,94
2022-08-05,Brunei,Good,10
2022-08-05,Bulgaria,Good,33
2022-08-05,Burkina Faso,Unhealthy,155
2022-08-05,Cambodia,Good,15
2022-08-05,Canada,Moderate,58
2022-08-05,Cape Verde,Moderate,56
2022-08-05,Cayman Islands,Good,5
2022-08-05,Central African Republic,Moderate,99
2022-08-05,Chad,Moderate,82
2022-08-05,Chile,Unhealthy for Sensitive Groups,118
2022-08-05,China,Unhealthy,164
2022-08-05,Colombia,Moderate,62
2022-08-05,Costa Rica,Good,16
2022-08-05,Croatia,Good,39
2022-08-05,Cyprus,Moderate,88
2022-08-05,Czech Republic,Moderate,80
2022-08-05,Denmark,Good,16
2022-08-05,Dominican Republic,Good,24
2022-08-05,Ecuador,Moderate,57
2022-08-05,Egypt,Moderate,86
2022-08-05,El Salvador,Moderate,74
2022-08-05,Estonia,Good,30
2022-08-05,Ethiopia,Unhealthy,160
2022-08-05,Finland,Good,39
2022-08-05,France,Moderate,55
2022-08-05,French Guiana,Good,15
2022-08-05,Gabon,Unhealthy,161
2022-08-05,Gambia,Moderate,65
2022-08-05,Georgia,Moderate,62
2022-08-05,Germany,Moderate,58
2022-08-05,Ghana,Moderate,89
2022-08-05,Gibraltar,Good,33
2022-08-05,Greece,Good,46
2022-08-05,Grenada,Good,5
2022-08-05,Guadeloupe,Good,31
2022-08-05,Guam,Good,2
2022-08-05,Guatemala,Good,29
2022-08-05,Honduras,Good,22
2022-08-05,Hong Kong,Good,20
2022-08-05,Hungary,Moderate,63
2022-08-05,Iceland,Good,9
2022-08-05,India,Unhealthy,198
2022-08-05,Indonesia,Moderate,93
2022-08-05,Iran,Unhealthy for Sensitive Groups,136
2022-08-05,Iraq,Very Unhealthy,210
2022-08-05,Ireland,Good,22
2022-08-05,Israel,Moderate,74
2022-08-05,Italy,Moderate,84
2022-08-05,Ivory Coast,Good,42
2022-08-05,Japan,Moderate,62
2022-08-05,Jersey,Good,23
2022-08-05,Jordan,Good,31
2022-08-05,Kazakhstan,Moderate,68
2022-08-05,Kenya,Moderate,72
2022-08-05,Kosovo,Good,44
2022-08-05,Kuwait,Unhealthy for Sensitive Groups,129
2022-08-05,Kyrgyzstan,Moderate,52
2022-08-05,Laos,Good,32
2022-08-05,Latvia,Good,37
2022-08-05,Lebanon,Moderate,76
2022-08-05,Liberia,Good,32
2022-08-05,Liechtenstein,Good,42
2022-08-05,Lithuania,Moderate,56
2022-08-05,Luxembourg,Good,33
2022-08-05,Macao,Good,21
2022-08-05,Macedonia,Moderate,57
2022-08-05,Madagascar,Good,40
2022-08-05,Malaysia,Moderate,67
2022-08-05,Malta,Good,42
2022-08-05,Martinique,Good,40
2022-08-05,Mexico,Unhealthy for Sensitive Groups,104
2022-08-05,Moldova,Good,26
2022-08-05,Monaco,Good,39
2022-08-05,Mongolia,Good,45
2022-08-05,Montenegro,Moderate,55
2022-08-05,Myanmar,Good,21
2022-08-05,Nepal,Moderate,76
2022-08-05,Netherlands,Good,30
2022-08-05,New Caledonia,Good,20
2022-08-05,New Zealand,Good,22
2022-08-05,Nigeria,Unhealthy for Sensitive Groups,105
2022-08-05,Norway,Good,20
2022-08-05,Pakistan,Moderate,91
2022-08-05,Palestinian Territory,Good,50
2022-08-05,Peru,Unhealthy for Sensitive Groups,113
2022-08-05,Philippines,Moderate,83
2022-08-05,Poland,Moderate,71
2022-08-05,Portugal,Good,41
2022-08-05,Puerto Rico,Good,8
2022-08-05,Qatar,Unhealthy,183
2022-08-05,Reunion,Good,22
2022-08-05,Romania,Moderate,70
2022-08-05,Russia,Unhealthy,173
2022-08-05,San Marino,Moderate,52
2022-08-05,Senegal,Good,33
2022-08-05,Serbia,Moderate,73
2022-08-05,Singapore,Moderate,76
2022-08-05,Slovakia,Moderate,68
2022-08-05,Slovenia,Good,44
2022-08-05,South Africa,Moderate,83
2022-08-05,South Korea,Moderate,71
2022-08-05,Spain,Moderate,68
2022-08-05,Sri Lanka,Good,17
2022-08-05,Sudan,Moderate,91
2022-08-05,Sweden,Good,23
2022-08-05,Switzerland,Good,44
2022-08-05,Taiwan,Moderate,54
2022-08-05,Tajikistan,Moderate,75
2022-08-05,Thailand,Moderate,87
2022-08-05,Togo,Moderate,61
2022-08-05,Trinidad and Tobago,Good,15
2022-08-05,Turkey,Moderate,87
2022-08-05,Turkmenistan,Good,46
2022-08-05,Uganda,Unhealthy,153
2022-08-05,Ukraine,Moderate,83
2022-08-05,United Arab Emirates,Unhealthy for Sensitive Groups,135
2022-08-05,United Kingdom of Great Britain and Northern Ireland,Good,42
2022-08-05,United States of America,Moderate,76
2022-08-05,Uzbekistan,Moderate,64
2022-08-05,Vatican,Moderate,55
2022-08-05,Venezuela,Good,1
2022-08-05,Vietnam,Moderate,75
2022-08-05,Zambia,Unhealthy,154
2022-08-06,Albania,Good,45
2022-08-06,Algeria,Moderate,65
2022-08-06,Andorra,Good,35
2022-08-06,Angola,Moderate,75
2022-08-06,Argentina,Good,36
2022-08-06,Armenia,Good,44
2022-08-06,Australia,Good,43
2022-08-06,Austria,Good,25
2022-08-06,Azerbaijan,Good,16
2022-08-06,Bahrain,Unhealthy,164
2022-08-06,Bangladesh,Unhealthy for Sensitive Groups,141
2022-08-06,Belarus,Moderate,53
2022-08-06,Belgium,Good,19
2022-08-06,Belize,Good,18
2022-08-06,Bermuda,Good,15
2022-08-06,Bolivia,Good,35
2022-08-06,Bosnia and Herzegovina,Moderate,68
2022-08-06,Brazil,Moderate,72
2022-08-06,Brunei,Good,10
2022-08-06,Bulgaria,Good,34
2022-08-06,Burkina Faso,Moderate,94
2022-08-06,Cambodia,Good,15
2022-08-06,Canada,Moderate,55
2022-08-06,Cape Verde,Good,36
2022-08-06,Cayman Islands,Good,15
2022-08-06,Central African Republic,Unhealthy for Sensitive Groups,119
2022-08-06,Chad,Unhealthy for Sensitive Groups,102
2022-08-06,Chile,Moderate,92
2022-08-06,China,Unhealthy for Sensitive Groups,135
2022-08-06,Colombia,Moderate,61
2022-08-06,Costa Rica,Good,14
2022-08-06,Croatia,Good,39
2022-08-06,Cyprus,Moderate,63
2022-08-06,Czech Republic,Good,44
2022-08-06,Denmark,Good,14
2022-08-06,Dominican Republic,Good,21
2022-08-06,Ecuador,Good,48
2022-08-06,Egypt,Moderate,86
2022-08-06,El Salvador,Unhealthy for Sensitive Groups,110
2022-08-06,Estonia,Good,21
2022-08-06,Ethiopia,Moderate,95
2022-08-06,Finland,Good,16
2022-08-06,France,Moderate,54
2022-08-06,French Guiana,Good,14
2022-08-06,Gabon,Unhealthy for Sensitive Groups,128
2022-08-06,Gambia,Good,3
2022-08-06,Georgia,Moderate,56
2022-08-06,Germany,Moderate,64
2022-08-06,Ghana,Unhealthy for Sensitive Groups,103
2022-08-06,Gibraltar,Good,34
2022-08-06,Greece,Good,42
2022-08-06,Grenada,Good,4
2022-08-06,Guadeloupe,Good,20
2022-08-06,Guam,Good,2
2022-08-06,Guatemala,Good,24
2022-08-06,Honduras,Good,15
2022-08-06,Hong Kong,Good,22
2022-08-06,Hungary,Moderate,52
2022-08-06,Iceland,Good,14
2022-08-06,India,Very Unhealthy,216
2022-08-06,Indonesia,Moderate,93
2022-08-06,Iran,Unhealthy for Sensitive Groups,137
2022-08-06,Iraq,Unhealthy,178
2022-08-06,Ireland,Good,21
2022-08-06,Israel,Moderate,71
2022-08-06,Italy,Moderate,88
2022-08-06,Ivory Coast,Good,34
2022-08-06,Japan,Moderate,60
2022-08-06,Jersey,Good,17
2022-08-06,Jordan,Good,31
2022-08-06,Kazakhstan,Moderate,69
2022-08-06,Kenya,Unhealthy for Sensitive Groups,127
2022-08-06,Kosovo,Good,42
2022-08-06,Kuwait,Unhealthy for Sensitive Groups,140
2022-08-06,Kyrgyzstan,Moderate,55
2022-08-06,Laos,Good,17
2022-08-06,Latvia,Good,8
2022-08-06,Lebanon,Moderate,76
2022-08-06,Liberia,Good,39
2022-08-06,Liechtenstein,Good,24
2022-08-06,Lithuania,Good,28
2022-08-06,Luxembourg,Good,35
2022-08-06,Macao,Good,26
2022-08-06,Macedonia,Good,45
2022-08-06,Madagascar,Good,40
2022-08-06,Malaysia,Moderate,63
2022-08-06,Malta,Moderate,53
2022-08-06,Martinique,Good,46
2022-08-06,Mexico,Moderate,99
2022-08-06,Moldova,Good,31
2022-08-06,Monaco,Good,26
2022-08-06,Mongolia,Moderate,54
2022-08-06,Montenegro,Good,50
2022-08-06,Myanmar,Good,17
2022-08-06,Nepal,Moderate,69
2022-08-06,Netherlands,Good,34
2022-08-06,New Caledonia,Good,20
2022-08-06,New Zealand,Good,19
2022-08-06,Nigeria,Unhealthy for Sensitive Groups,105
2022-08-06,Norway,Good,19
2022-08-06,Pakistan,Moderate,91
2022-08-06,Palestinian Territory,Moderate,78
2022-08-06,Peru,Unhealthy for Sensitive Groups,102
2022-08-06,Philippines,Moderate,83
2022-08-06,Poland,Good,35
2022-08-06,Portugal,Good,31
2022-08-06,Puerto Rico,Good,10
2022-08-06,Qatar,Unhealthy,183
2022-08-06,Reunion,Good,18
2022-08-06,Romania,Moderate,68
2022-08-06,Russia,Unhealthy for Sensitive Groups,147
2022-08-06,San Marino,Moderate,56
2022-08-06,Senegal,Good,33
2022-08-06,Serbia,Moderate,66
2022-08-06,Singapore,Good,19
2022-08-06,Slovakia,Good,36
2022-08-06,Slovenia,Good,36
2022-08-06,South Africa,Moderate,83
2022-08-06,South Korea,Unhealthy for Sensitive Groups,105
2022-08-06,Spain,Moderate,67
2022-08-06,Sri Lanka,Good,26
2022-08-06,Sudan,Moderate,61
2022-08-06,Sweden,Good,21
2022-08-06,Switzerland,Good,33
2022-08-06,Taiwan,Moderate,54
2022-08-06,Tajikistan,Moderate,78
2022-08-06,Thailand,Moderate,63
2022-08-06,Togo,Unhealthy for Sensitive Groups,101
2022-08-06,Trinidad and Tobago,Good,46
2022-08-06,Turkey,Moderate,71
2022-08-06,Turkmenistan,Moderate,63
2022-08-06,Uganda,Unhealthy for Sensitive Groups,150
2022-08-06,Ukraine,Moderate,71
2022-08-06,United Arab Emirates,Unhealthy for Sensitive Groups,146
2022-08-06,United Kingdom of Great Britain and Northern Ireland,Good,47
2022-08-06,United States of America,Moderate,70
2022-08-06,Uzbekistan,Good,41
2022-08-06,Vatican,Moderate,55
2022-08-06,Venezuela,Good,4
2022-08-06,Vietnam,Moderate,71
2022-08-06,Zambia,Very Unhealthy,284
2022-08-07,Albania,Good,14
2022-08-07,Algeria,Moderate,65
2022-08-07,Andorra,Good,21
2022-08-07,Angola,Moderate,82
2022-08-07,Argentina,Good,18
2022-08-07,Armenia,Good,35
2022-08-07,Australia,Moderate,62
2022-08-07,Austria,Good,37
2022-08-07,Azerbaijan,Good,11
2022-08-07,Bahrain,Unhealthy,168
2022-08-07,Bangladesh,Unhealthy for Sensitive Groups,141
2022-08-07,Belarus,Good,18
2022-08-07,Belgium,Good,28
2022-08-07,Belize,Good,14
2022-08-07,Bermuda,Good,5
2022-08-07,Bolivia,Good,32
2022-08-07,Bosnia and Herzegovina,Moderate,81
2022-08-07,Brazil,Moderate,72
2022-08-07,Brunei,Good,15
2022-08-07,Bulgaria,Good,32
2022-08-07,Burkina Faso,Unhealthy,181
2022-08-07,Cambodia,Good,15
2022-08-07,Canada,Moderate,61
2022-08-07,Cape Verde,Moderate,85
2022-08-07,Cayman Islands,Good,1
2022-08-07,Central African Republic,Moderate,76
2022-08-07,Chad,Good,42
2022-08-07,Chile,Moderate,96
2022-08-07,China,Unhealthy,154
2022-08-07,Colombia,Moderate,63
2022-08-07,Costa Rica,Good,21
2022-08-07,Croatia,Good,34
2022-08-07,Cyprus,Moderate,62
2022-08-07,Czech Republic,Good,47
2022-08-07,Denmark,Good,18
2022-08-07,Dominican Republic,Good,33
2022-08-07,Ecuador,Moderate,66
2022-08-07,Egypt,Moderate,86
2022-08-07,El Salvador,Moderate,74
2022-08-07,Estonia,Good,16
2022-08-07,Ethiopia,Unhealthy for Sensitive Groups,104
2022-08-07,Finland,Good,18
2022-08-07,France,Moderate,55
2022-08-07,French Guiana,Good,14
2022-08-07,Gabon,Unhealthy for Sensitive Groups,137
2022-08-07,Gambia,Good,3
2022-08-07,Georgia,Moderate,55
2022-08-07,Germany,Moderate,54
2022-08-07,Ghana,Moderate,84
2022-08-07,Gibraltar,Good,46
2022-08-07,Greece,Good,44
2022-08-07,Grenada,Good,1
2022-08-07,Guadeloupe,Good,23
2022-08-07,Guam,Good,2
2022-08-07,Guatemala,Good,14
2022-08-07,Honduras,Good,5
2022-08-07,Hong Kong,Good,23
2022-08-07,Hungary,Good,43
2022-08-07,Iceland,Good,44
2022-08-07,India,Unhealthy,159
2022-08-07,Indonesia,Moderate,93
2022-08-07,Iran,Unhealthy for Sensitive Groups,143
2022-08-07,Iraq,Unhealthy,163
2022-08-07,Ireland,Good,23
2022-08-07,Israel,Moderate,72
2022-08-07,Italy,Moderate,96
2022-08-07,Ivory Coast,Good,42
2022-08-07,Japan,Moderate,69
2022-08-07,Jersey,Good,23
2022-08-07,Jordan,Good,28
2022-08-07,Kazakhstan,Unhealthy for Sensitive Groups,121
2022-08-07,Kenya,Moderate,72
2022-08-07,Kosovo,Good,42
2022-08-07,Kuwait,Unhealthy for Sensitive Groups,147
2022-08-07,Kyrgyzstan,Moderate,51
2022-08-07,Laos,Good,24
2022-08-07,Latvia,Good,12
2022-08-07,Lebanon,Moderate,76
2022-08-07,Liberia,Good,35
2022-08-07,Liechtenstein,Good,23
2022-08-07,Lithuania,Good,31
2022-08-07,Luxembourg,Good,38
2022-08-07,Macao,Good,25
2022-08-07,Macedonia,Moderate,59
2022-08-07,Madagascar,Good,32
2022-08-07,Malaysia,Moderate,65
2022-08-07,Malta,Good,48
2022-08-07,Martinique,Good,19
2022-08-07,Mexico,Moderate,81
2022-08-07,Moldova,Good,18
2022-08-07,Monaco,Good,27
2022-08-07,Mongolia,Moderate,54
2022-08-07,Montenegro,Good,48
2022-08-07,Myanmar,Good,17
2022-08-07,Nepal,Good,43
2022-08-07,Netherlands,Good,44
2022-08-07,New Caledonia,Good,9
2022-08-07,New Zealand,Good,19
2022-08-07,Nigeria,Unhealthy for Sensitive Groups,105
2022-08-07,Norway,Good,18
2022-08-07,Pakistan,Moderate,91
2022-08-07,Palestinian Territory,Good,48
2022-08-07,Peru,Moderate,84
2022-08-07,Philippines,Moderate,83
2022-08-07,Poland,Good,30
2022-08-07,Portugal,Good,34
2022-08-07,Puerto Rico,Good,12
2022-08-07,Qatar,Unhealthy,183
2022-08-07,Reunion,Good,16
2022-08-07,Romania,Moderate,66
2022-08-07,Russia,Unhealthy for Sensitive Groups,149
2022-08-07,San Marino,Moderate,68
2022-08-07,Senegal,Good,33
2022-08-07,Serbia,Moderate,61
2022-08-07,Singapore,Moderate,57
2022-08-07,Slovakia,Good,34
2022-08-07,Slovenia,Good,34
2022-08-07,South Africa,Moderate,83
2022-08-07,South Korea,Moderate,88
2022-08-07,Spain,Moderate,86
2022-08-07,Sri Lanka,Good,42
2022-08-07,Sudan,Moderate,61
2022-08-07,Sweden,Good,21
2022-08-07,Switzerland,Good,32
2022-08-07,Taiwan,Moderate,54
2022-08-07,Tajikistan,Moderate,73
2022-08-07,Thailand,Unhealthy for Sensitive Groups,110
2022-08-07,Togo,Moderate,69
2022-08-07,Trinidad and Tobago,Good,43
2022-08-07,Turkey,Moderate,69
2022-08-07,Turkmenistan,Good,34
2022-08-07,Uganda,Unhealthy for Sensitive Groups,131
2022-08-07,Ukraine,Good,45
2022-08-07,United Arab Emirates,Unhealthy for Sensitive Groups,132
2022-08-07,United Kingdom of Great Britain and Northern Ireland,Good,42
2022-08-07,United States of America,Moderate,66
2022-08-07,Uzbekistan,Good,33
2022-08-07,Vatican,Good,38
2022-08-07,Venezuela,Good,19
2022-08-07,Vietnam,Unhealthy for Sensitive Groups,102
2022-08-07,Zambia,Unhealthy for Sensitive Groups,108
2022-08-08,Albania,Good,36
2022-08-08,Algeria,Moderate,65
2022-08-08,Andorra,Good,41
2022-08-08,Angola,Moderate,88
2022-08-08,Argentina,Good,18
2022-08-08,Armenia,Good,36
2022-08-08,Australia,Moderate,63
2022-08-08,Austria,Good,19
2022-08-08,Azerbaijan,Good,10
2022-08-08,Bahrain,Unhealthy,156
2022-08-08,Bangladesh,Unhealthy for Sensitive Groups,141
2022-08-08,Belarus,Good,27
2022-08-08,Belgium,Good,26
2022-08-08,Belize,Good,16
2022-08-08,Bermuda,Good,14
2022-08-08,Bolivia,Good,27
2022-08-08,Bosnia and Herzegovina,Moderate,77
2022-08-08,Brazil,Moderate,53
2022-08-08,Brunei,Good,11
2022-08-08,Bulgaria,Good,32
2022-08-08,Burkina Faso,Moderate,94
2022-08-08,Cambodia,Good,15
2022-08-08,Canada,Good,48
2022-08-08,Cape Verde,Good,36
2022-08-08,Cayman Islands,Good,20
2022-08-08,Central African Republic,Unhealthy for Sensitive Groups,115
2022-08-08,Chad,Unhealthy for Sensitive Groups,139
2022-08-08,Chile,Moderate,72
2022-08-08,China,Unhealthy for Sensitive Groups,119
2022-08-08,Colombia,Moderate,54
2022-08-08,Costa Rica,Good,15
2022-08-08,Croatia,Good,34
2022-08-08,Cyprus,Moderate,60
2022-08-08,Czech Republic,Good,45
2022-08-08,Denmark,Good,15
2022-08-08,Dominican Republic,Moderate,52
2022-08-08,Ecuador,Moderate,53
2022-08-08,Egypt,Moderate,86
2022-08-08,El Salvador,Moderate,74
2022-08-08,Estonia,Good,17
2022-08-08,Ethiopia,Unhealthy for Sensitive Groups,104
2022-08-08,Finland,Good,23
2022-08-08,France,Moderate,59
2022-08-08,French Guiana,Good,15
2022-08-08,Gabon,Unhealthy for Sensitive Groups,123
2022-08-08,Gambia,Good,1
2022-08-08,Georgia,Moderate,60
2022-08-08,Germany,Moderate,54
2022-08-08,Ghana,Moderate,91
2022-08-08,Gibraltar,Good,31
2022-08-08,Greece,Good,46
2022-08-08,Grenada,Good,8
2022-08-08,Guadeloupe,Good,31
2022-08-08,Guam,Good,4
2022-08-08,Guatemala,Good,18
2022-08-08,Honduras,Good,33
2022-08-08,Hong Kong,Good,18
2022-08-08,Hungary,Good,46
2022-08-08,Iceland,Good,10
2022-08-08,India,Hazardous,380
2022-08-08,Indonesia,Moderate,93
2022-08-08,Iran,Unhealthy for Sensitive Groups,129
2022-08-08,Iraq,Unhealthy,160
2022-08-08,Ireland,Good,23
2022-08-08,Israel,Moderate,69
2022-08-08,Italy,Moderate,77
2022-08-08,Ivory Coast,Good,50
2022-08-08,Japan,Moderate,75
2022-08-08,Jersey,Good,13
2022-08-08,Jordan,Good,23
2022-08-08,Kazakhstan,Moderate,92
2022-08-08,Kenya,Moderate,79
2022-08-08,Kosovo,Good,31
2022-08-08,Kuwait,Unhealthy,160
2022-08-08,Kyrgyzstan,Moderate,62
2022-08-08,Laos,Good,19
2022-08-08,Latvia,Good,19
2022-08-08,Lebanon,Moderate,76
2022-08-08,Liberia,Good,11
2022-08-08,Liechtenstein,Good,44
2022-08-08,Lithuania,Good,38
2022-08-08,Luxembourg,Good,44
2022-08-08,Macao,Good,21
2022-08-08,Macedonia,Good,35
2022-08-08,Madagascar,Moderate,79
2022-08-08,Malaysia,Moderate,69
2022-08-08,Malta,Good,49
2022-08-08,Martinique,Good,21
2022-08-08,Mexico,Moderate,84
2022-08-08,Moldova,Good,15
2022-08-08,Monaco,Good,27
2022-08-08,Mongolia,Good,42
2022-08-08,Montenegro,Moderate,62
2022-08-08,Myanmar,Good,25
2022-08-08,Nepal,Good,30
2022-08-08,Netherlands,Good,33
2022-08-08,New Caledonia,Good,28
2022-08-08,New Zealand,Good,15
2022-08-08,Nigeria,Unhealthy for Sensitive Groups,105
2022-08-08,Norway,Good,19
2022-08-08,Pakistan,Moderate,91
2022-08-08,Palestinian Territory,Good,46
2022-08-08,Peru,Unhealthy for Sensitive Groups,107
2022-08-08,Philippines,Moderate,83
2022-08-08,Poland,Good,38
2022-08-08,Portugal,Good,34
2022-08-08,Puerto Rico,Good,14
2022-08-08,Qatar,Unhealthy,183
2022-08-08,Reunion,Good,15
2022-08-08,Romania,Moderate,64
2022-08-08,Russia,Unhealthy for Sensitive Groups,119
2022-08-08,San Marino,Good,46
2022-08-08,Senegal,Good,33
2022-08-08,Serbia,Moderate,58
2022-08-08,Singapore,Moderate,63
2022-08-08,Slovakia,Good,45
2022-08-08,Slovenia,Good,34
2022-08-08,South Africa,Moderate,83
2022-08-08,South Korea,Moderate,53
2022-08-08,Spain,Moderate,81
2022-08-08,Sri Lanka,Good,22
2022-08-08,Sudan,Good,42
2022-08-08,Sweden,Good,23
2022-08-08,Switzerland,Good,47
2022-08-08,Taiwan,Moderate,52
2022-08-08,Tajikistan,Moderate,80
2022-08-08,Thailand,Moderate,74
2022-08-08,Togo,Moderate,57
2022-08-08,Trinidad and Tobago,Good,41
2022-08-08,Turkey,Moderate,88
2022-08-08,Turkmenistan,Moderate,74
2022-08-08,Uganda,Unhealthy,169
2022-08-08,Ukraine,Moderate,65
2022-08-08,United Arab Emirates,Unhealthy for Sensitive Groups,120
2022-08-08,United Kingdom of Great Britain and Northern Ireland,Moderate,61
2022-08-08,United States of America,Moderate,77
2022-08-08,Uzbekistan,Moderate,57
2022-08-08,Vatican,Moderate,55
2022-08-08,Venezuela,Good,9
2022-08-08,Vietnam,Moderate,81
2022-08-08,Zambia,Unhealthy,166
